id_item_pedido,id_pedido,id_produto,quantidade,preco_unitario_venda
297,1096,448,3,79.33
298,1096,214,1,210.05
299,1097,283,3,100.38
300,1097,361,2,398.23
301,1097,170,1,206.64
302,1098,214,1,163.12
303,1098,440,2,67.68
304,1099,437,3,389.59
305,1099,410,1,275.85
306,1099,399,3,153.3
307,1099,156,3,368.57
308,1099,381,1,211.22
309,1100,116,2,131.5
310,1100,134,1,197.19
311,1100,212,2,352.27
312,1101,308,2,164.96
313,1102,494,1,429.46
314,1102,483,2,246.24
315,1102,378,3,426.77
316,1102,413,2,171.65
317,1102,232,1,370.41
318,1103,221,2,195.62
319,1103,267,2,288.57
320,1103,281,1,356.78
321,1103,106,3,259.97
322,1103,479,2,73.25
323,1104,118,2,330.71
324,1104,455,2,311.77
325,1104,304,2,324.14
326,1104,213,3,324.04
327,1104,380,2,112.13
328,1105,350,2,369.22
329,1106,141,2,153.65
330,1106,417,3,390.9
331,1106,418,2,384.92
332,1107,321,1,278.12
333,1107,198,3,50.04
334,1107,374,2,272.43
335,1107,486,2,367.3
336,1108,277,1,109.7
337,1108,301,2,163.95
338,1108,369,3,127.49
339,1108,341,2,175.05
340,1108,293,3,410.66
341,1109,169,3,391.33
342,1110,329,2,199.89
343,1110,489,2,317.9
344,1110,494,3,389.45
345,1110,323,1,271.28
346,1110,258,3,71.71
347,1111,305,3,236.9
348,1111,424,3,347.61
349,1111,434,1,90.9
350,1112,294,1,87.84
351,1112,482,2,76.31
352,1112,252,1,323.68
353,1113,355,1,236.12
354,1113,468,1,299.7
355,1113,241,1,87.3
356,1114,178,2,170.36
357,1114,300,1,341.63
358,1114,265,3,372.78
359,1115,259,3,223.27
360,1115,133,2,167.97
361,1115,286,1,427.74
362,1115,177,1,360.77
363,1115,475,1,390.34
364,1116,197,3,331.91
365,1117,291,2,304.91
366,1117,414,3,455.43
367,1117,440,1,76.54
368,1118,472,3,245.71
369,1118,104,3,474.9
370,1119,397,2,125.5
371,1119,482,1,79.23
372,1120,458,3,88.71
373,1120,244,1,137.47
374,1120,376,2,170.18
375,1121,456,1,70.85
376,1121,426,2,330.2
377,1121,347,3,304.96
378,1122,453,2,244.82
379,1122,177,1,320.52
380,1123,372,1,186.67
381,1123,212,2,286.97
382,1123,390,3,226.99
383,1123,365,1,395.59
384,1124,122,3,104.48
385,1125,260,1,301.41
386,1125,277,2,93.88
387,1126,487,2,268.56
388,1126,448,2,94.7
389,1126,343,2,245.72
390,1126,498,2,337.93
391,1126,314,1,167.1
392,1127,358,3,65.95
393,1127,174,1,309.7
394,1127,353,3,41.6
395,1128,252,3,320.87
396,1128,428,2,157.78
397,1128,160,1,27.37
398,1129,448,3,82.09
399,1129,384,1,248.3
400,1129,228,2,36.78
401,1129,218,3,162.15
402,1129,196,3,318.45
403,1130,104,2,422.83
404,1130,343,2,307.4
405,1131,463,1,216.22
406,1131,377,3,345.25
407,1131,254,2,307.27
408,1131,357,2,360.97
409,1132,129,3,81.23
410,1132,207,1,380.26
411,1133,467,2,360.28
412,1133,410,1,358.25
413,1134,303,1,121.87
414,1134,436,1,186.14
415,1135,465,1,360.96
416,1135,235,1,319.29
417,1135,163,1,73.68
418,1136,243,2,194.41
419,1137,406,2,240.26
420,1137,281,3,407.72
421,1137,239,1,230.93
422,1137,405,3,160.06
423,1137,150,1,396.95
424,1138,217,1,239.11
425,1138,242,3,233.47
426,1138,185,3,268.62
427,1139,340,1,368.43
428,1139,485,1,79.26
429,1139,425,2,312.71
430,1139,255,3,326.47
431,1139,287,3,390.9
432,1140,383,3,253.99
433,1140,136,3,333.46
434,1140,360,1,248.06
435,1141,363,2,360.42
436,1141,464,1,310.76
437,1141,394,3,151.96
438,1141,411,2,449.61
439,1142,213,3,382.61
440,1142,248,3,266.01
441,1142,208,1,390.11
442,1142,186,1,250.48
443,1143,265,2,414.62
444,1143,325,1,34.81
445,1143,206,3,148.12
446,1143,260,3,305.44
447,1143,478,3,164.8
448,1144,385,2,321.14
449,1144,342,3,94.63
450,1144,231,1,320.64
451,1144,214,2,189.15
452,1145,306,1,247.46
453,1145,331,2,338.98
454,1145,172,1,106.47
455,1146,180,1,68.2
456,1146,193,3,387.95
457,1146,166,1,146.2
458,1146,209,3,72.4
459,1146,376,1,172.06
460,1147,491,2,218.02
461,1147,234,3,223.92
462,1147,407,1,320.86
463,1148,254,3,298.79
464,1149,321,3,291.96
465,1149,490,1,285.98
466,1149,306,3,175.9
467,1149,117,2,395.09
468,1149,219,1,319.31
469,1150,435,2,410.65
470,1150,275,3,91.23
471,1150,242,3,238.78
472,1151,147,1,332.4
473,1151,437,2,323.95
474,1151,322,2,157.53
475,1151,234,1,283.1
476,1151,300,3,317.61
477,1152,450,1,39.44
478,1152,463,1,233.62
479,1152,464,3,231.33
480,1152,293,2,368.99
481,1152,371,1,93.32
482,1153,473,2,114.18
483,1153,286,3,335.53
484,1153,383,3,228.2
485,1153,394,2,151.31
486,1154,227,2,176.94
487,1154,202,1,193.79
488,1154,310,1,193.11
489,1154,302,2,367.99
490,1154,191,2,414.81
491,1155,367,2,162.53
492,1155,288,3,454.59
493,1155,387,2,57.25
494,1155,498,2,444.47
495,1156,405,1,177.16
496,1156,213,3,395.03
497,1156,381,3,248.93
498,1157,192,2,57.31
499,1157,167,1,285.49
500,1157,411,1,382.91
501,1158,308,1,191.57
502,1158,115,1,61.43
503,1158,142,1,258.58
504,1158,272,2,306.49
505,1159,258,2,80.35
506,1160,312,2,178.89
507,1160,181,1,201.81
508,1161,410,1,359.99
509,1161,472,3,223.25
510,1161,150,2,382.89
511,1161,229,2,237.2
512,1161,110,2,359.91
513,1162,393,1,146.49
514,1162,347,1,332.44
515,1162,114,2,81.8
516,1162,394,2,137.22
517,1162,219,2,291.92
518,1163,400,3,113.51
519,1164,193,1,414.93
520,1165,257,1,188.68
521,1165,130,2,199.18
522,1165,299,3,384.74
523,1165,182,2,328.54
524,1166,341,1,175.56
525,1166,486,3,399.71
526,1166,450,2,37.45
527,1166,181,2,188.32
528,1166,161,1,64.61
529,1167,448,3,103.16
530,1167,339,3,162.48
531,1167,421,1,217.3
532,1168,103,3,337.82
533,1168,275,2,102.19
534,1168,453,3,183.59
535,1168,452,3,169.35
536,1169,118,3,394.68
537,1170,343,1,248.9
538,1170,357,2,260.34
539,1170,346,3,196.9
540,1170,209,3,59.99
541,1170,311,2,243.3
542,1171,127,1,351.74
543,1171,177,2,391.46
544,1171,353,3,38.01
545,1171,492,2,299.94
546,1172,477,2,397.63
547,1172,436,3,192.24
548,1172,417,2,296.25
549,1173,327,3,72.6
550,1173,282,3,273.88
551,1173,223,2,121.22
552,1174,264,3,436.98
553,1174,427,1,277.45
554,1174,497,2,228.61
555,1175,187,3,153.28
556,1175,387,3,53.72
557,1175,483,3,268.83
558,1175,262,1,365.63
559,1176,271,1,399.28
560,1176,279,2,96.46
561,1176,117,2,397.65
562,1177,218,3,194.64
563,1177,474,3,310.68
564,1177,307,3,442.92
565,1178,162,1,110.44
566,1178,295,2,165.72
567,1178,369,1,114.63
568,1178,242,1,278.03
569,1178,335,1,31.73
570,1179,145,2,456.22
571,1179,298,1,148.2
572,1179,462,2,301.96
573,1180,153,1,137.27
574,1180,173,2,238.58
575,1180,218,3,179.9
576,1181,322,1,152.47
577,1181,250,2,165.11
578,1181,432,2,178.21
579,1181,302,2,345.38
580,1181,227,1,159.18
581,1182,349,1,335.79
582,1182,393,3,140.03
583,1183,272,3,347.87
584,1184,463,3,235.41
585,1185,128,1,254.89
586,1186,324,1,354.8
587,1186,374,1,250.86
588,1186,406,2,321.92
589,1186,254,3,359.26
590,1187,344,3,188.47
591,1187,204,3,415.55
592,1187,221,1,195.47
593,1187,235,2,299.04
594,1188,329,3,182.27
595,1188,462,2,339.52
596,1188,208,2,401.59
597,1189,443,3,263.95
598,1189,310,1,250.78
599,1189,340,1,296.36
600,1190,341,2,190.81
601,1190,131,2,133.16
602,1190,459,3,244.81
603,1190,162,1,103.17
604,1190,223,3,143.44
605,1191,212,3,341.27
606,1192,352,2,421.61
607,1192,407,3,280.88
608,1193,445,1,75.69
609,1193,207,1,406.93
610,1193,357,2,368.74
611,1194,499,1,142.72
612,1194,134,1,206.87
613,1194,486,2,334.97
614,1194,287,1,364.81
615,1194,319,2,185.08
616,1195,333,3,280.96
617,1196,449,3,140.57
618,1196,372,3,184.22
619,1196,201,1,394.62
620,1196,365,2,401.15
621,1196,322,2,130.18
622,1197,250,2,156.3
623,1198,195,3,234.83
624,1198,106,1,315.08
625,1198,332,3,112.78
626,1198,360,1,252.64
627,1199,232,1,379.94
628,1199,143,2,115.39
629,1199,366,2,332.21
630,1199,358,2,66.01
631,1200,122,3,104.67
632,1200,394,2,111.67
633,1200,401,1,214.58
634,1201,421,1,239.75
635,1201,291,2,305.97
636,1202,180,2,75.0
637,1202,500,1,337.84
638,1202,286,1,446.71
639,1203,167,3,217.41
640,1204,306,2,233.19
641,1204,111,3,296.67
642,1204,185,1,275.46
643,1204,305,2,265.42
644,1204,102,1,371.05
645,1205,430,3,330.58
646,1205,281,2,358.92
647,1205,131,1,108.67
648,1205,207,1,474.74
649,1205,175,3,249.04
650,1206,148,3,210.0
651,1206,268,1,358.52
652,1207,203,1,206.28
653,1207,373,1,288.41
654,1208,365,1,352.9
655,1208,129,2,79.65
656,1208,164,3,468.25
657,1208,222,1,343.11
658,1209,253,3,103.89
659,1209,330,1,337.91
660,1209,284,2,276.56
661,1210,408,2,295.0
662,1210,401,3,155.11
663,1210,177,2,333.44
664,1210,269,3,260.34
665,1211,370,1,355.0
666,1211,144,3,165.17
667,1212,448,1,81.85
668,1212,171,2,292.1
669,1213,401,2,159.84
670,1213,151,3,43.09
671,1214,287,3,427.34
672,1214,315,3,286.3
673,1214,439,3,481.2
674,1215,403,1,434.75
675,1215,363,1,303.11
676,1215,473,3,102.86
677,1216,269,2,301.36
678,1216,357,2,326.74
679,1216,446,2,375.94
680,1216,463,2,217.75
681,1216,245,3,273.81
682,1217,478,1,149.35
683,1217,170,3,219.01
684,1217,309,3,122.41
685,1218,271,1,372.63
686,1218,312,3,151.69
687,1219,281,3,374.16
688,1219,497,1,219.22
689,1219,271,3,363.97
690,1220,360,3,318.02
691,1221,329,2,157.36
692,1221,254,2,300.15
693,1222,422,2,358.39
694,1222,240,2,54.9
695,1222,193,2,440.06
696,1222,463,1,247.57
697,1223,330,1,346.81
698,1223,478,3,133.38
699,1223,228,2,33.59
700,1223,416,1,285.34
701,1223,132,3,51.8
702,1224,287,3,350.37
703,1224,381,2,246.72
704,1224,478,2,151.92
705,1225,469,1,365.05
706,1225,168,1,382.76
707,1225,275,2,96.74
708,1226,161,1,73.17
709,1226,401,1,193.86
710,1226,116,1,106.06
711,1226,321,2,282.98
712,1227,293,2,437.41
713,1228,498,1,389.45
714,1228,448,2,93.56
715,1229,133,2,134.02
716,1229,158,3,43.18
717,1230,153,2,131.61
718,1230,427,1,295.23
719,1230,245,2,316.35
720,1231,249,2,289.11
721,1231,273,2,27.28
722,1232,163,2,68.24
723,1232,440,1,77.5
724,1233,459,2,269.3
725,1233,128,3,193.39
726,1233,414,2,377.84
727,1233,255,3,328.75
728,1234,358,2,71.24
729,1235,251,1,363.8
730,1236,290,2,76.09
731,1237,265,1,483.8
732,1237,468,3,286.31
733,1237,219,1,298.11
734,1237,297,1,359.65
735,1237,416,3,203.73
736,1238,443,3,290.48
737,1239,395,3,344.89
738,1239,380,2,109.09
739,1239,113,1,414.66
740,1239,291,3,288.34
741,1239,141,1,155.34
742,1240,189,1,260.6
743,1240,246,1,465.27
744,1241,452,3,151.13
745,1241,463,1,184.72
746,1242,225,2,57.51
747,1242,195,1,191.25
748,1242,221,3,186.5
749,1242,330,3,442.11
750,1243,387,3,47.72
751,1244,253,2,81.21
752,1244,331,3,462.37
753,1244,488,2,54.94
754,1244,322,2,150.21
755,1244,240,1,51.62
756,1245,220,2,358.67
757,1245,148,1,270.81
758,1245,481,2,419.7
759,1245,347,2,377.68
760,1245,312,2,193.06
761,1246,232,2,393.29
762,1247,493,3,264.09
763,1247,490,2,321.34
764,1248,309,1,116.3
765,1248,434,2,79.76
766,1248,450,3,38.4
767,1248,328,2,446.87
768,1249,187,2,168.08
769,1249,329,3,199.68
770,1249,232,2,368.8
771,1249,212,3,287.61
772,1249,272,1,353.85
773,1250,270,2,69.2
774,1250,435,1,411.91
775,1250,243,1,156.15
776,1251,399,1,129.37
777,1251,390,2,286.06
778,1251,402,2,297.56
779,1251,442,3,465.4
780,1252,439,3,466.0
781,1253,396,1,232.74
782,1253,496,3,334.99
783,1254,237,2,245.92
784,1254,171,1,295.56
785,1255,340,1,352.72
786,1255,462,3,309.82
787,1256,299,3,364.38
788,1257,364,2,316.36
789,1257,255,3,292.6
790,1258,268,2,306.61
791,1258,127,2,303.52
792,1258,400,2,102.23
793,1258,267,3,241.77
794,1258,440,2,66.4
795,1259,336,3,137.45
796,1259,447,1,110.16
797,1259,281,2,463.69
798,1260,303,3,97.28
799,1260,434,2,87.04
800,1261,409,2,221.49
801,1261,313,1,330.03
802,1261,119,2,377.76
803,1262,323,2,332.1
804,1262,229,2,284.69
805,1262,132,2,54.08
806,1263,321,2,284.22
807,1263,467,1,320.07
808,1263,171,1,375.08
809,1263,143,3,112.06
810,1263,393,3,146.24
811,1264,275,2,107.05
812,1265,221,1,202.91
813,1266,264,1,369.74
814,1266,421,2,195.7
815,1266,196,1,352.37
816,1266,357,2,270.02
817,1266,311,3,185.81
818,1267,351,3,25.89
819,1267,467,1,331.23
820,1268,207,1,399.79
821,1268,101,2,473.01
822,1269,416,1,223.42
823,1269,352,1,451.1
824,1269,178,1,185.64
825,1269,371,2,85.67
826,1269,436,2,179.64
827,1270,286,3,390.72
828,1270,271,1,368.84
829,1270,461,1,109.95
830,1270,418,2,432.87
831,1271,249,1,292.91
832,1272,200,1,424.28
833,1272,104,3,416.6
834,1272,475,3,339.77
835,1272,164,1,467.17
836,1272,140,1,319.58
837,1273,172,1,125.94
838,1273,401,2,197.49
839,1274,336,1,142.25
840,1274,329,1,145.64
841,1275,123,2,378.43
842,1275,413,1,204.45
843,1276,145,1,399.75
844,1276,311,2,233.24
845,1277,190,1,80.45
846,1278,312,2,188.96
847,1279,315,1,346.13
848,1280,270,2,75.19
849,1280,334,1,194.37
850,1280,446,1,331.73
851,1281,483,1,314.96
852,1281,471,2,93.24
853,1281,104,2,355.27
854,1281,451,2,324.23
855,1282,319,3,187.23
856,1283,139,1,62.06
857,1283,143,3,114.17
858,1283,297,2,346.83
859,1283,407,1,258.17
860,1284,287,1,411.34
861,1284,218,3,150.74
862,1285,423,2,275.52
863,1286,476,3,384.4
864,1286,142,2,285.07
865,1286,129,2,78.13
866,1287,175,1,240.17
867,1287,217,1,302.89
868,1288,303,3,115.48
869,1288,484,3,106.33
870,1289,479,1,80.71
871,1289,174,3,395.32
872,1289,136,3,288.81
873,1290,464,2,269.35
874,1290,117,2,458.04
875,1290,411,1,453.5
876,1291,497,2,192.97
877,1291,215,2,242.37
878,1291,222,1,427.18
879,1291,463,2,203.28
880,1292,339,3,141.19
881,1292,102,3,282.3
882,1293,162,2,96.7
883,1293,235,1,276.42
884,1293,330,1,376.4
885,1294,150,2,497.73
886,1294,483,2,285.65
887,1295,195,2,188.52
888,1296,187,3,138.95
889,1296,215,1,186.82
890,1296,422,3,386.61
891,1296,148,2,239.8
892,1296,377,2,431.32
893,1297,333,2,245.02
894,1298,119,2,352.78
895,1298,353,3,40.46
896,1298,453,3,230.39
897,1299,130,3,210.59
898,1300,402,1,258.73
899,1300,411,3,453.67
900,1300,468,3,324.45
901,1301,209,2,75.58
902,1301,356,1,284.79
903,1301,466,2,320.47
904,1301,123,2,365.61
905,1301,468,3,302.32
906,1302,177,3,399.67
907,1302,204,2,379.69
908,1302,440,2,61.43
909,1303,289,1,109.57
910,1303,301,1,142.35
911,1303,341,3,161.34
912,1303,265,2,475.78
913,1304,331,1,393.51
914,1304,182,2,448.59
915,1305,424,3,351.19
916,1305,479,1,93.93
917,1306,363,1,285.05
918,1306,114,3,69.52
919,1306,213,2,297.76
920,1306,401,3,211.72
921,1307,393,1,123.37
922,1307,135,3,225.71
923,1307,126,1,178.47
924,1308,454,2,263.37
925,1308,371,1,85.81
926,1308,443,3,263.55
927,1308,337,2,273.44
928,1309,126,1,233.19
929,1309,402,2,323.48
930,1309,298,3,150.42
931,1309,152,1,279.91
932,1310,432,3,148.79
933,1310,408,2,364.77
934,1310,115,2,54.68
935,1310,426,2,318.67
936,1311,300,3,259.88
937,1311,452,1,136.19
938,1311,186,1,265.99
939,1312,205,2,229.16
940,1313,479,3,84.04
941,1313,245,3,295.85
942,1313,444,3,91.02
943,1313,123,1,347.77
944,1313,155,2,190.86
945,1314,470,3,212.33
946,1314,343,1,309.13
947,1314,162,3,120.87
948,1315,351,3,26.78
949,1316,331,2,405.21
950,1316,411,1,427.03
951,1316,415,3,239.78
952,1316,271,3,358.91
953,1316,211,3,332.26
954,1317,410,3,304.19
955,1317,485,1,96.69
956,1317,175,1,227.73
957,1317,414,1,480.13
958,1318,231,2,300.41
959,1318,164,1,418.75
960,1318,352,1,377.29
961,1318,392,2,111.79
962,1319,197,1,306.04
963,1319,448,1,99.44
964,1319,140,1,299.82
965,1319,345,3,192.87
966,1319,265,3,439.03
967,1320,364,3,290.55
968,1320,345,2,191.91
969,1321,270,1,68.73
970,1321,188,1,172.31
971,1321,446,2,289.77
972,1322,230,2,249.17
973,1322,159,1,197.16
974,1322,307,3,349.12
975,1322,402,1,307.68
976,1323,163,2,90.42
977,1323,185,1,295.9
978,1323,214,1,185.59
979,1324,362,2,189.75
980,1324,105,1,39.4
981,1324,242,3,254.05
982,1324,325,2,28.56
983,1325,262,2,321.65
984,1326,472,2,239.16
985,1326,389,1,204.9
986,1326,205,1,189.04
987,1326,443,2,311.27
988,1327,206,2,142.13
989,1327,457,1,72.92
990,1327,270,2,70.42
991,1328,173,2,254.87
992,1328,417,2,332.04
993,1328,476,1,431.17
994,1328,460,2,294.6
995,1328,281,2,446.75
996,1329,232,1,459.02
997,1329,152,2,282.68
998,1329,336,1,117.81
999,1329,375,2,387.98
1000,1329,305,3,222.67
1001,1330,497,3,198.89
1002,1330,240,2,50.37
1003,1331,468,1,330.22
1004,1332,350,3,317.01
1005,1332,234,3,276.53
1006,1333,400,1,124.31
1007,1333,101,1,356.62
1008,1333,137,3,66.03
1009,1334,313,3,254.18
1010,1334,419,3,180.07
1011,1334,180,3,75.92
1012,1334,290,2,67.76
1013,1334,265,1,418.81
1014,1335,425,1,325.34
1015,1335,267,3,267.87
1016,1335,197,2,296.9
1017,1335,303,1,101.26
1018,1335,311,2,198.01
1019,1336,297,1,426.73
1020,1336,272,2,332.9
1021,1337,102,1,266.37
1022,1337,219,2,265.88
1023,1338,419,3,147.51
1024,1338,174,3,369.51
1025,1338,246,1,400.81
1026,1338,143,2,125.39
1027,1339,218,2,184.09
1028,1339,132,3,40.91
1029,1339,233,2,64.44
1030,1340,314,1,165.22
1031,1341,393,3,121.48
1032,1341,140,1,337.54
1033,1342,156,2,450.72
1034,1342,169,1,408.28
1035,1342,491,3,221.31
1036,1343,101,1,455.07
1037,1343,425,1,286.41
1038,1344,135,2,221.99
1039,1344,411,2,418.04
1040,1344,441,1,405.4
1041,1344,272,2,350.58
1042,1345,446,1,328.38
1043,1345,285,3,147.12
1044,1346,366,2,302.11
1045,1346,406,1,300.54
1046,1347,457,2,62.12
1047,1347,325,3,31.12
1048,1347,442,2,371.0
1049,1347,381,1,247.02
1050,1348,191,3,357.79
1051,1348,404,1,352.49
1052,1348,400,1,103.9
1053,1349,434,2,89.91
1054,1350,412,2,175.0
1055,1350,249,1,296.04
1056,1350,485,1,95.5
1057,1350,363,2,290.12
1058,1350,304,3,325.68
1059,1351,162,2,93.54
1060,1351,312,2,200.7
1061,1351,184,3,92.31
1062,1351,331,2,349.32
1063,1351,178,1,184.54
1064,1352,432,2,152.92
1065,1352,324,3,292.96
1066,1352,363,3,323.35
