id_pedido,id_cliente,data_pedido,valor_total_pedido,status_pedido
1290,938,2024-06-09 23:39:00,1908.28,Enviado
1291,570,2024-04-05 16:24:00,1704.42,Enviado
1292,207,2024-06-04 08:21:00,1270.47,Enviado
1293,920,2024-03-07 12:07:00,846.22,Entregue
1294,463,2024-01-08 14:38:00,1566.76,Entregue
1295,688,2024-05-11 12:13:00,377.04,Enviado
1296,43,2024-04-09 03:47:00,3105.74,Entregue
1297,211,2024-02-21 18:47:00,490.04,Entregue
1298,853,2024-06-25 21:13:00,1518.11,Entregue
1299,838,2024-03-18 11:29:00,631.77,Processando
1300,642,2024-02-28 18:56:00,2593.09,Entregue
1301,259,2024-02-25 16:01:00,2715.07,Enviado
1302,222,2024-02-16 10:13:00,2081.25,Entregue
1303,738,2024-04-09 23:20:00,1687.5,Entregue
1304,401,2024-06-03 05:58:00,1290.69,Entregue
1305,575,2024-06-01 09:50:00,1147.5,Entregue
1306,878,2024-03-04 02:39:00,1724.29,Enviado
1307,1,2024-01-08 19:03:00,978.97,Entregue
1308,970,2024-03-11 00:19:00,1950.08,Entregue
1309,747,2024-05-25 05:06:00,1611.32,Processando
1310,221,2024-06-14 06:27:00,1922.61,Entregue
1311,382,2024-01-20 08:26:00,1181.82,Entregue
1312,305,2024-01-09 03:19:00,458.32,Enviado
1313,468,2024-02-22 03:58:00,2142.22,Entregue
1314,976,2024-06-23 00:56:00,1308.73,Entregue
1315,488,2024-02-14 00:07:00,80.34,Processando
1316,241,2024-04-26 18:44:00,4030.3,Entregue
1317,277,2024-01-06 22:36:00,1717.12,Entregue
1318,749,2024-06-26 04:13:00,1620.44,Processando
1319,695,2024-04-06 00:02:00,2601.0,Entregue
1320,851,2024-04-29 13:11:00,1255.47,Entregue
1321,591,2024-01-12 21:04:00,820.58,Entregue
1322,898,2024-03-12 22:18:00,2050.54,Entregue
1323,208,2024-03-09 00:42:00,662.33,Enviado
1324,893,2024-02-18 07:44:00,1238.17,Entregue
1325,2,2024-06-15 01:55:00,643.3,Entregue
1326,878,2024-04-21 17:44:00,1494.8,Entregue
1327,238,2024-01-13 09:23:00,498.02,Processando
1328,377,2024-04-26 15:34:00,3087.69,Enviado
1329,675,2024-04-05 23:35:00,2586.16,Entregue
1330,329,2024-06-12 11:26:00,697.41,Enviado
1331,412,2024-04-05 14:22:00,330.22,Entregue
1332,152,2024-06-21 15:43:00,1780.62,Entregue
1333,369,2024-04-20 02:38:00,679.02,Enviado
1334,141,2024-03-26 11:41:00,2084.84,Entregue
1335,772,2024-05-18 21:10:00,2220.03,Entregue
1336,352,2024-05-09 20:09:00,1092.53,Entregue
1337,554,2024-06-10 23:10:00,798.13,Entregue
1338,588,2024-02-05 06:52:00,2202.65,Entregue
1339,84,2024-04-17 03:32:00,619.79,Entregue
1340,533,2024-01-27 18:00:00,165.22,Enviado
1341,564,2024-06-19 05:47:00,701.98,Enviado
1342,727,2024-03-26 15:07:00,1973.65,Enviado
1343,857,2024-04-05 17:59:00,741.48,Enviado
1344,673,2024-04-10 07:36:00,2386.62,Enviado
1345,418,2024-06-25 03:14:00,769.74,Entregue
1346,465,2024-02-09 22:57:00,904.76,Entregue
1347,734,2024-01-01 16:51:00,1206.62,Enviado
1348,148,2024-01-19 22:19:00,1529.76,Enviado
1349,416,2024-03-18 06:34:00,179.82,Entregue
1350,975,2024-02-18 00:01:00,2298.82,Processando
1351,124,2024-02-23 05:52:00,1748.59,Entregue
1352,74,2024-01-18 08:28:00,4664.51,Entregue
1353,433,2024-04-01 21:25:00,2946.55,Processando
1354,612,2024-03-17 10:24:00,749.59,Enviado
1355,312,2024-04-19 19:37:00,468.03,Entregue
1356,651,2024-06-06 18:02:00,2254.89,Entregue
1357,33,2024-05-07 10:22:00,720.81,Processando
1358,718,2024-05-01 12:48:00,918.57,Entregue
1359,101,2024-04-18 22:37:00,2948.34,Entregue
1360,360,2024-06-24 15:01:00,2606.85,Enviado
1361,986,2024-05-04 02:30:00,303.9,Enviado
1362,95,2024-01-22 07:46:00,636.71,Entregue
1363,647,2024-01-25 14:24:00,1240.13,Entregue
1364,248,2024-06-03 15:02:00,2606.29,Enviado
1365,566,2024-06-29 14:13:00,1072.37,Entregue
1366,98,2024-01-03 21:08:00,513.15,Entregue
1367,692,2024-01-08 16:28:00,220.79,Processando
1368,186,2024-04-28 08:44:00,1307.54,Entregue
1369,821,2024-05-17 20:46:00,98.72,Processando
1370,600,2024-01-31 22:33:00,1011.81,Entregue
1371,924,2024-04-25 09:54:00,2870.94,Enviado
1372,298,2024-06-02 10:27:00,64.39,Enviado
1373,159,2024-01-20 06:30:00,394.1,Entregue
1374,6,2024-04-09 23:51:00,2546.63,Entregue
1375,181,2024-04-06 01:19:00,1018.8,Enviado
1376,349,2024-06-23 18:54:00,1102.8,Entregue
1377,731,2024-04-23 22:58:00,189.26,Enviado
1378,169,2024-02-05 04:47:00,637.65,Entregue
1379,620,2024-05-24 00:28:00,217.04,Entregue
1380,814,2024-06-27 13:01:00,1528.44,Entregue
1381,920,2024-06-26 11:40:00,674.41,Entregue
1382,429,2024-05-01 01:17:00,1086.81,Entregue
1383,719,2024-04-18 02:04:00,1095.24,Processando
1384,899,2024-06-19 11:30:00,236.59,Entregue
1385,942,2024-03-03 04:07:00,851.82,Processando
1386,89,2024-05-26 05:42:00,2010.07,Enviado
1387,676,2024-05-19 11:35:00,1064.7,Enviado
1388,69,2024-06-17 05:37:00,989.58,Entregue
1389,574,2024-01-11 07:12:00,1200.99,Enviado
1390,137,2024-06-28 12:00:00,71.57,Enviado
1391,523,2024-01-04 03:33:00,2121.17,Entregue
1392,600,2024-05-15 00:19:00,1498.56,Entregue
1393,141,2024-03-22 07:55:00,2095.81,Entregue
1394,219,2024-02-18 21:30:00,3052.94,Entregue
1395,220,2024-01-26 05:24:00,1031.43,Entregue
1396,643,2024-05-18 02:09:00,206.79,Entregue
1397,879,2024-05-10 04:55:00,239.5,Entregue
1398,490,2024-05-11 02:36:00,1649.4,Enviado
1399,642,2024-04-15 20:23:00,297.74,Entregue
1400,848,2024-03-08 13:03:00,1929.09,Entregue
1401,44,2024-03-23 12:01:00,2936.97,Enviado
1402,744,2024-04-05 12:28:00,1351.47,Entregue
1403,888,2024-02-27 23:58:00,1170.12,Enviado
1404,630,2024-05-10 13:41:00,440.52,Entregue
1405,651,2024-02-10 07:38:00,812.43,Entregue
1406,510,2024-01-20 13:38:00,1220.7,Processando
1407,68,2024-05-23 02:45:00,3123.53,Entregue
1408,150,2024-06-13 01:23:00,1484.74,Enviado
1409,288,2024-04-28 20:51:00,223.83,Entregue
1410,350,2024-03-18 17:38:00,1965.75,Enviado
1411,316,2024-04-30 16:31:00,802.99,Enviado
1412,893,2024-06-25 18:44:00,487.34,Entregue
1413,699,2024-06-03 19:42:00,1688.79,Entregue
1414,141,2024-04-30 10:05:00,176.69,Entregue
1415,999,2024-03-28 17:33:00,844.14,Entregue
1416,65,2024-03-05 20:17:00,1436.14,Entregue
1417,896,2024-03-14 19:32:00,2505.05,Enviado
1418,950,2024-03-23 07:36:00,1343.09,Enviado
1419,996,2024-03-19 06:52:00,1609.14,Enviado
1420,693,2024-04-15 08:16:00,1848.49,Entregue
1421,686,2024-06-17 06:49:00,2700.34,Entregue
1422,806,2024-02-05 22:18:00,248.31,Enviado
1423,703,2024-04-02 22:34:00,400.5,Entregue
1424,210,2024-04-28 18:33:00,3278.63,Enviado
1425,742,2024-03-15 20:15:00,1537.26,Enviado
1426,809,2024-06-11 10:11:00,2861.25,Entregue
1427,830,2024-05-07 11:15:00,465.1,Enviado
1428,735,2024-03-10 18:29:00,424.02,Entregue
1429,150,2024-03-06 19:04:00,73.0,Enviado
1430,990,2024-04-06 17:25:00,532.35,Processando
1431,194,2024-03-06 15:29:00,166.59,Entregue
1432,564,2024-05-29 08:32:00,29.13,Entregue
1433,204,2024-03-09 01:27:00,1996.49,Entregue
1434,502,2024-06-01 03:30:00,2131.14,Entregue
1435,321,2024-01-31 04:11:00,914.9,Enviado
1436,779,2024-01-14 01:54:00,1667.74,Processando
1437,111,2024-05-20 17:17:00,469.76,Enviado
1438,99,2024-06-24 13:13:00,1544.59,Processando
1439,677,2024-05-25 01:00:00,2001.35,Enviado
1440,640,2024-03-11 09:27:00,700.02,Enviado
1441,226,2024-06-07 19:36:00,860.42,Entregue
1442,951,2024-05-21 11:53:00,2133.71,Enviado
1443,24,2024-05-21 18:20:00,1283.32,Entregue
1444,176,2024-04-08 06:34:00,1070.81,Entregue
1445,978,2024-02-11 02:36:00,311.62,Entregue
1446,998,2024-03-10 15:07:00,1740.7,Processando
1447,866,2024-04-14 07:15:00,2858.7,Entregue
1448,170,2024-02-14 07:17:00,978.26,Enviado
1449,245,2024-06-20 09:27:00,2529.73,Entregue
1450,615,2024-04-08 14:13:00,1476.6,Enviado
1451,868,2024-01-21 13:45:00,133.54,Entregue
1452,154,2024-04-08 19:48:00,1512.93,Enviado
1453,555,2024-03-10 06:56:00,2379.82,Entregue
1454,448,2024-05-14 10:20:00,1756.78,Processando
1455,520,2024-06-06 12:53:00,1109.35,Entregue
1456,211,2024-04-05 04:45:00,265.78,Processando
1457,858,2024-06-27 21:24:00,1638.24,Enviado
1458,414,2024-02-23 06:20:00,2203.19,Enviado
1459,281,2024-03-04 22:18:00,264.03,Entregue
1460,389,2024-06-02 15:01:00,926.6,Entregue
1461,577,2024-03-03 20:44:00,450.31,Processando
1462,731,2024-01-06 12:36:00,1248.88,Enviado
1463,391,2024-01-06 15:27:00,1566.02,Entregue
1464,932,2024-04-18 02:27:00,3672.26,Enviado
1465,235,2024-03-09 11:58:00,395.34,Entregue
1466,491,2024-02-10 05:14:00,1578.45,Entregue
1467,661,2024-05-12 19:33:00,1541.25,Entregue
1468,867,2024-01-10 12:23:00,3995.24,Processando
1469,235,2024-01-24 22:58:00,566.87,Enviado
1470,631,2024-06-27 17:03:00,1841.74,Enviado
1471,538,2024-03-06 14:09:00,1770.49,Enviado
1472,880,2024-04-21 08:55:00,176.96,Entregue
1473,235,2024-04-14 09:10:00,304.72,Entregue
1474,238,2024-01-24 19:03:00,414.27,Entregue
1475,802,2024-02-15 09:35:00,1209.28,Entregue
1476,434,2024-02-12 07:01:00,1022.35,Entregue
1477,201,2024-06-03 22:04:00,1701.43,Processando
1478,104,2024-03-09 05:34:00,2233.43,Enviado
1479,474,2024-05-21 11:46:00,3488.06,Enviado
1480,547,2024-02-17 07:50:00,870.54,Processando
1481,876,2024-02-13 08:32:00,783.15,Entregue
1482,513,2024-05-09 01:25:00,1035.3,Enviado
1483,50,2024-04-30 04:54:00,2131.71,Enviado
1484,883,2024-06-04 11:36:00,1244.05,Entregue
1485,474,2024-03-03 14:11:00,2040.01,Entregue
1486,731,2024-03-04 05:40:00,1352.19,Entregue
1487,44,2024-01-18 12:08:00,2017.25,Processando
1488,472,2024-05-15 15:43:00,2116.44,Entregue
1489,564,2024-05-18 23:25:00,2339.65,Entregue
1490,478,2024-06-14 16:22:00,1169.35,Entregue
1491,592,2024-04-13 08:33:00,942.46,Entregue
1492,171,2024-05-08 15:08:00,664.16,Entregue
1493,212,2024-01-19 19:23:00,1269.73,Entregue
1494,119,2024-06-03 13:24:00,2058.56,Enviado
1495,383,2024-01-07 10:31:00,2720.51,Enviado
1496,17,2024-02-25 13:49:00,1875.79,Entregue
1497,151,2024-04-25 18:50:00,2688.75,Entregue
1498,144,2024-06-15 09:25:00,185.98,Enviado
1499,17,2024-02-28 14:16:00,569.43,Entregue
1500,478,2024-04-29 11:56:00,1924.6,Enviado
1501,134,2024-04-16 01:15:00,1737.16,Entregue
1502,919,2024-06-12 03:18:00,1248.27,Enviado
1503,359,2024-04-29 12:56:00,1227.55,Entregue
1504,444,2024-01-20 19:18:00,1573.3,Enviado
1505,525,2024-05-21 15:02:00,2696.18,Entregue
1506,890,2024-05-02 02:22:00,2359.24,Enviado
